"ano","estado_civil","idade","raca","renda","partido","religiao","denominacao","horas_tv"
2000,"Viúvo(a)",39,"Outra","US$ 25000 ou mais","Independente","Budismo","Não se aplica",1
2000,"Nunca casou",21,"Branca","US$ 8000 - 9999","Independente, inclinação democrata","Protestante","Sem denominação",NA
2000,"Nunca casou",21,"Branca","US$ 1000 - 2999","Independente","Católica","Não se aplica",3
2000,"Nunca casou",22,"Negra","Não se aplica","Independente","Nenhuma","Não se aplica",6
2000,"Divorciado(a)",62,"Branca","Não se aplica","Não fortemente democrata","Protestante","Outra presbiteriana",NA
2000,"Divorciado(a)",27,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Igreja metodista unida",1
2000,"Nunca casou",44,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Evangélica luterana",NA
2000,"Nunca casou",20,"Branca","US$ 20000 - 24999","Independente","Protestante","Outra",1
2000,"Casado(a)",46,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",4
2000,"Nunca casou",30,"Branca","US$ 1000 - 2999","Não fortemente repubicano","Nenhuma","Não se aplica",NA
2000,"Divorciado(a)",56,"Branca","US$ 15000 - 19999","Fortemente republicano","Protestante","Outra",2
2000,"Nunca casou",23,"Branca","Não se aplica","Não fortemente repubicano","Protestante","União presbiteriana de igrejas",NA
2000,"Casado(a)",37,"Branca","Menos de US$ 1000","Independente","Protestante","Batista, não sabe qual",14
2000,"Nunca casou",28,"Negra","Menos de US$ 1000","Independente","Protestante","Sem denominação",NA
2000,"Nunca casou",51,"Branca","US$ 15000 - 19999","Independente","Protestante","Evangélica luterana",NA
2000,"Nunca casou",23,"Branca","US$ 20000 - 24999","Fortemente republicano","Católica","Não se aplica",1
2000,"Casado(a)",26,"Branca","US$ 8000 - 9999","Não fortemente democrata","Protestante","Igreja metodista unida",2
2000,"Nunca casou",23,"Branca","US$ 10000 - 14999","Fortemente republicano","Nenhuma","Não se aplica",1
2000,"Nunca casou",26,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Sínodo luterano",3
2000,"Casado(a)",44,"Branca","Não se aplica","Fortemente republicano","Protestante","Batistas do sul",3
2000,"Divorciado(a)",62,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja metodista unida",4
2000,"Casado(a)",37,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Igreja metodista unida",3
2000,"Casado(a)",42,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",1
2000,"Casado(a)",63,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Batista, não sabe qual",6
2000,"Separado(a)",41,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batista, não sabe qual",8
2000,"Nunca casou",52,"Branca","US$ 3000 - 3999","Não fortemente repubicano","Protestante","Outra",NA
2000,"Casado(a)",32,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Outra",NA
2000,"Casado(a)",69,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",2
2000,"Casado(a)",31,"Branca","US$ 25000 ou mais","Independente","Protestante","Igreja metodista unida",NA
2000,"Casado(a)",20,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",2
2000,"Viúvo(a)",79,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",2
2000,"Casado(a)",46,"Branca","US$ 10000 - 14999","Fortemente republicano","Protestante","Batistas do sul",NA
2000,"Casado(a)",31,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Igreja metodista unida",1
2000,"Divorciado(a)",41,"Branca","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",1
2000,"Divorciado(a)",42,"Branca","US$ 10000 - 14999","Independente","Protestante","Batistas do sul",1
2000,"Viúvo(a)",47,"Branca","Não se aplica","Não fortemente democrata","Protestante","Outra",4
2000,"Divorciado(a)",44,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2000,"Casado(a)",20,"Branca","US$ 5000 - 5999","Independente","Protestante","Igreja metodista unida",2
2000,"Divorciado(a)",50,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batistas do sul",4
2000,"Casado(a)",49,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",4
2000,"Casado(a)",58,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",6
2000,"Casado(a)",29,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",6
2000,"Viúvo(a)",75,"Branca","Não se aplica","Sem resposta","Protestante","Outra",NA
2000,"Casado(a)",45,"Branca","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",15
2000,"Casado(a)",54,"Branca","US$ 20000 - 24999","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2000,"Divorciado(a)",25,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Batista, não sabe qual",12
2000,"Casado(a)",68,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja metodista unida",6
2000,"Casado(a)",39,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",1
2000,"Casado(a)",46,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batista, não sabe qual",3
2000,"Casado(a)",60,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",1
2000,"Nunca casou",73,"Branca","US$ 10000 - 14999","Não fortemente democrata","Protestante","Outra",NA
2000,"Separado(a)",27,"Negra","US$ 1000 - 2999","Independente, inclinação democrata","Protestante","Convenção nacional batista da América",NA
2000,"Nunca casou",20,"Negra","Menos de US$ 1000","Independente","Católica","Não se aplica",4
2000,"Nunca casou",21,"Negra","US$ 1000 - 2999","Independente","Católica","Não se aplica",NA
2000,"Nunca casou",22,"Negra","Não sabe","Independente","Protestante","Batistas do sul",5
2000,"Nunca casou",49,"Negra","US$ 8000 - 9999","Fortemente republicano","Protestante","Batistas do sul",4
2000,"Divorciado(a)",52,"Negra","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Nunca casou",43,"Negra","Não se aplica","Independente","Católica","Não se aplica",1
2000,"Nunca casou",47,"Negra","Não se aplica","Independente","Protestante","Igreja africana metodista episcopal de Sion",3
2000,"Viúvo(a)",79,"Negra","Não se aplica","Independente","Protestante","Batistas do sul",1
2000,"Nunca casou",43,"Negra","US$ 5000 - 5999","Independente","Protestante","Batistas do sul",8
2000,"Casado(a)",35,"Negra","Se negou a responder","Fortemente republicano","Católica","Não se aplica",4
2000,"Separado(a)",27,"Branca","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",1
2000,"Casado(a)",55,"Negra","Não se aplica","Fortemente democrata","Protestante","Batistas do sul",NA
2000,"Casado(a)",42,"Branca","Se negou a responder","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Nunca casou",58,"Negra","US$ 6000 - 6999","Independente","Católica","Não se aplica",0
2000,"Nunca casou",29,"Negra","US$ 10000 - 14999","Fortemente democrata","Católica","Não se aplica",NA
2000,"Nunca casou",23,"Negra","US$ 4000 - 4999","Fortemente democrata","Protestante","Sem denominação",2
2000,"Viúvo(a)",66,"Branca","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",0
2000,"Casado(a)",28,"Branca","US$ 20000 - 24999","Independente","Católica","Não se aplica",NA
2000,"Casado(a)",49,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Nenhuma","Não se aplica",3
2000,"Casado(a)",53,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Metodista, não sabe qual",3
2000,"Divorciado(a)",42,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Nenhuma","Não se aplica",2
2000,"Casado(a)",35,"Branca","US$ 4000 - 4999","Independente","Protestante","Igreja metodista unida",3
2000,"Divorciado(a)",43,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2000,"Casado(a)",61,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Igreja metodista unida",6
2000,"Casado(a)",41,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Convenção nacional batista da América",NA
2000,"Casado(a)",45,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2000,"Casado(a)",36,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Casado(a)",69,"Branca","US$ 8000 - 9999","Independente, inclinação democrata","Protestante","Batista, não sabe qual",NA
2000,"Casado(a)",38,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",1
2000,"Casado(a)",59,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Outras metodistas",NA
2000,"Casado(a)",23,"Branca","US$ 15000 - 19999","Não fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Divorciado(a)",34,"Branca","Menos de US$ 1000","Independente, inclinação republicana","Católica","Não se aplica",2
2000,"Nunca casou",20,"Branca","Menos de US$ 1000","Independente, inclinação republicana","Nenhuma","Não se aplica",5
2000,"Viúvo(a)",77,"Branca","Não se aplica","Não fortemente democrata","Protestante","Outra",5
2000,"Casado(a)",27,"Branca","US$ 15000 - 19999","Independente","Cristã","Não se aplica",2
2000,"Casado(a)",34,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",NA
2000,"Casado(a)",58,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outra",2
2000,"Casado(a)",32,"Outra","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igrejas batistas dos EUA",1
2000,"Casado(a)",34,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",2
2000,"Casado(a)",71,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Outra",NA
2000,"Viúvo(a)",81,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",5
2000,"Casado(a)",37,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",2
2000,"Casado(a)",34,"Branca","US$ 4000 - 4999","Independente, inclinação republicana","Católica","Não se aplica",1
2000,"Casado(a)",68,"Branca","Não sabe","Fortemente republicano","Protestante","Sem denominação",2
2000,"Casado(a)",40,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",2
2000,"Viúvo(a)",65,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Batista, não sabe qual",2
2000,"Nunca casou",20,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outras batistas",NA
2000,"Casado(a)",32,"Branca","US$ 20000 - 24999","Independente, inclinação republicana","Nenhuma","Não se aplica",4
2000,"Casado(a)",78,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Igreja metodista unida",3
2000,"Divorciado(a)",41,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Sem resposta",NA
2000,"Divorciado(a)",82,"Branca","Não se aplica","Não fortemente democrata","Protestante","Metodista, não sabe qual",NA
2000,"Casado(a)",35,"Branca","US$ 25000 ou mais","Fortemente republicano","Nenhuma","Não se aplica",NA
2000,"Casado(a)",39,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",1
2000,"Casado(a)",47,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",NA
2000,"Casado(a)",55,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igreja luterana americana",NA
2000,"Casado(a)",40,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Evangélica luterana",NA
2000,"Casado(a)",61,"Branca","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",6
2000,"Viúvo(a)",84,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Presbiteriana, fusionadas",NA
2000,"Casado(a)",52,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Casado(a)",43,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outras luteranas",2
2000,"Casado(a)",29,"Branca","US$ 10000 - 14999","Independente","Protestante","Evangélica luterana",1
2000,"Casado(a)",50,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Evangélica luterana",4
2000,"Casado(a)",57,"Branca","Não se aplica","Fortemente democrata","Protestante","Metodista, não sabe qual",4
2000,"Nunca casou",52,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",1
2000,"Casado(a)",62,"Branca","Sem resposta","Independente, inclinação democrata","Católica","Não se aplica",NA
2000,"Casado(a)",75,"Branca","Não se aplica","Sem resposta","Católica","Não se aplica",NA
2000,"Casado(a)",42,"Branca","Se negou a responder","Não fortemente repubicano","Católica","Não se aplica",2
2000,"Casado(a)",57,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja luterana americana",2
2000,"Casado(a)",28,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batistas do sul",1
2000,"Viúvo(a)",74,"Branca","Não se aplica","Independente","Protestante","Batistas do sul",4
2000,"Casado(a)",56,"Branca","US$ 20000 - 24999","Independente, inclinação republicana","Protestante","Igreja metodista unida",NA
2000,"Casado(a)",25,"Negra","Menos de US$ 1000","Fortemente democrata","Protestante","Igreja africana metodista episcopal de Sion",NA
2000,"Nunca casou",31,"Negra","US$ 6000 - 6999","Fortemente democrata","Protestante","Batista, não sabe qual",4
2000,"Viúvo(a)",24,"Negra","US$ 10000 - 14999","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2000,"Nunca casou",25,"Negra","US$ 5000 - 5999","Não fortemente democrata","Protestante","Batistas do sul",2
2000,"Nunca casou",22,"Negra","US$ 7000 - 7999","Não fortemente democrata","Protestante","Batistas do sul",1
2000,"Casado(a)",35,"Negra","US$ 15000 - 19999","Não fortemente democrata","Protestante","Associação batista estadounidense",NA
2000,"Viúvo(a)",60,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",4
2000,"Casado(a)",27,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Batistas do sul",2
2000,"Casado(a)",49,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outra",NA
2000,"Casado(a)",22,"Branca","Não se aplica","Independente","Protestante","Associação batista estadounidense",2
2000,"Casado(a)",70,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra presbiteriana",NA
2000,"Casado(a)",40,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Batistas do sul",NA
2000,"Divorciado(a)",23,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2000,"Casado(a)",57,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",NA
2000,"Casado(a)",48,"Branca","US$ 4000 - 4999","Não fortemente repubicano","Protestante","Outra",NA
2000,"Casado(a)",43,"Branca","US$ 20000 - 24999","Não fortemente democrata","Protestante","Batistas do sul",1
2000,"Divorciado(a)",61,"Branca","Não se aplica","Independente","Protestante","Batistas do sul",3
2000,"Casado(a)",45,"Branca","US$ 8000 - 9999","Independente, inclinação republicana","Protestante","Sem denominação",NA
2000,"Divorciado(a)",37,"Branca","Não se aplica","Independente","Protestante","Outra",4
2000,"Divorciado(a)",41,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",10
2000,"Casado(a)",49,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2000,"Casado(a)",68,"Branca","Não se aplica","Fortemente democrata","Protestante","Igreja Presbiteriana dos EUA",NA
2000,"Viúvo(a)",74,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outra",6
2000,"Casado(a)",33,"Branca","Menos de US$ 1000","Não fortemente democrata","Protestante","Outra",2
2000,"Viúvo(a)",83,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja Presbiteriana dos EUA",5
2000,"Viúvo(a)",82,"Branca","Não se aplica","Fortemente democrata","Protestante","Igreja metodista unida",7
2000,"Casado(a)",30,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",NA
2000,"Casado(a)",61,"Branca","US$ 8000 - 9999","Não fortemente democrata","Protestante","Sínodo luterano",3
2000,"Divorciado(a)",56,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",NA
2000,"Divorciado(a)",65,"Branca","US$ 5000 - 5999","Independente, inclinação republicana","Protestante","Sem denominação",0
2000,"Casado(a)",65,"Branca","US$ 10000 - 14999","Fortemente democrata","Protestante","Igreja metodista unida",2
2000,"Casado(a)",44,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outras batistas",NA
2000,"Casado(a)",64,"Branca","US$ 1000 - 2999","Fortemente republicano","Protestante","Outras batistas",4
2000,"Casado(a)",33,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Sem denominação",NA
2000,"Casado(a)",63,"Branca","US$ 8000 - 9999","Fortemente republicano","Protestante","Igreja metodista unida",NA
2000,"Casado(a)",74,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",3
2000,"Casado(a)",44,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Luterana, não sabe qual",8
2000,"Divorciado(a)",42,"Branca","US$ 8000 - 9999","Independente","Protestante","Igreja luterana americana",2
2000,"Casado(a)",69,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sínodo luterano",5
2000,"Nunca casou",52,"Branca","US$ 15000 - 19999","Independente, inclinação republicana","Nenhuma","Não se aplica",4
2000,"Casado(a)",55,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Outra",4
2000,"Casado(a)",53,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",NA
2000,"Casado(a)",71,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja luterana americana",NA
2000,"Casado(a)",62,"Branca","Se negou a responder","Independente","Protestante","Outra",NA
2000,"Casado(a)",46,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Protestante","Sínodo luterano",2
2000,"Casado(a)",46,"Branca","US$ 6000 - 6999","Não fortemente democrata","Protestante","Luterana, não sabe qual",1
2000,"Viúvo(a)",71,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Sínodo luterano",3
2000,"Nunca casou",20,"Branca","US$ 4000 - 4999","Independente","Nenhuma","Não se aplica",2
2000,"Casado(a)",39,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2000,"Casado(a)",67,"Branca","Não se aplica","Fortemente republicano","Protestante","Batistas do sul",1
2000,"Nunca casou",40,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","União presbiteriana de igrejas",NA
2000,"Viúvo(a)",73,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",4
2000,"Casado(a)",34,"Branca","US$ 15000 - 19999","Fortemente republicano","Protestante","Igreja luterana americana",NA
2000,"Viúvo(a)",86,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",2
2000,"Casado(a)",28,"Branca","US$ 15000 - 19999","Independente","Protestante","Igreja luterana americana",2
2000,"Casado(a)",51,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",1
2000,"Nunca casou",43,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igreja luterana americana",2
2000,"Nunca casou",27,"Outra","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Casado(a)",39,"Branca","US$ 10000 - 14999","Independente","Protestante","Outra",NA
2000,"Viúvo(a)",62,"Branca","Não se aplica","Independente","Católica","Não se aplica",0
2000,"Casado(a)",46,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",1
2000,"Casado(a)",40,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",3
2000,"Divorciado(a)",61,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",2
2000,"Casado(a)",41,"Branca","US$ 25000 ou mais","Fortemente democrata","Cristã","Não se aplica",NA
2000,"Viúvo(a)",77,"Branca","Se negou a responder","Fortemente republicano","Católica","Não se aplica",NA
2000,"Divorciado(a)",59,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Casado(a)",68,"Branca","Se negou a responder","Fortemente republicano","Católica","Não se aplica",3
2000,"Divorciado(a)",36,"Branca","US$ 20000 - 24999","Independente","Nenhuma","Não se aplica",2
2000,"Separado(a)",50,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igrejas batistas dos EUA",2
2000,"Divorciado(a)",50,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",NA
2000,"Separado(a)",43,"Branca","US$ 3000 - 3999","Independente","Protestante","Metodista, não sabe qual",NA
2000,"Casado(a)",41,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Católica","Não se aplica",4
2000,"Divorciado(a)",60,"Branca","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",NA
2000,"Nunca casou",24,"Branca","US$ 20000 - 24999","Independente","Católica","Não se aplica",1
2000,"Separado(a)",46,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",2
2000,"Casado(a)",38,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",1
2000,"Nunca casou",20,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Igreja metodista unida",2
2000,"Nunca casou",23,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",2
2000,"Casado(a)",32,"Branca","US$ 25000 ou mais","Outro partido","Protestante","Metodista, não sabe qual",1
2000,"Casado(a)",29,"Outra","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",3
2000,"Viúvo(a)",89,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja Presbiteriana dos EUA",NA
2000,"Casado(a)",60,"Branca","Não se aplica","Independente","Católica","Não se aplica",NA
2000,"Nunca casou",26,"Branca","US$ 8000 - 9999","Independente","Protestante","Metodista, não sabe qual",2
2000,"Divorciado(a)",65,"Branca","US$ 8000 - 9999","Não fortemente repubicano","Católica","Não se aplica",NA
2000,"Separado(a)",32,"Branca","US$ 20000 - 24999","Independente","Católica","Não se aplica",1
2000,"Nunca casou",54,"Branca","Não se aplica","Não fortemente democrata","Protestante","Episcopal",2
2000,"Nunca casou",25,"Branca","US$ 7000 - 7999","Independente, inclinação republicana","Católica","Não se aplica",7
2000,"Divorciado(a)",67,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",8
2000,"Casado(a)",54,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outras batistas",3
2000,"Casado(a)",49,"Outra","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",NA
2000,"Separado(a)",30,"Branca","Menos de US$ 1000","Independente","Católica","Não se aplica",NA
2000,"Viúvo(a)",84,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batistas do sul",2
2000,"Casado(a)",51,"Branca","US$ 25000 ou mais","Independente","Protestante","Outra",10
2000,"Casado(a)",53,"Branca","US$ 10000 - 14999","Fortemente republicano","Protestante","Outra",1
2000,"Viúvo(a)",80,"Branca","Não se aplica","Fortemente democrata","Protestante","Batistas do sul",3
2000,"Nunca casou",23,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Batistas do sul",NA
2000,"Casado(a)",29,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batistas do sul",NA
2000,"Nunca casou",23,"Branca","US$ 6000 - 6999","Independente","Protestante","Outra",0
2000,"Casado(a)",69,"Branca","US$ 4000 - 4999","Não fortemente repubicano","Protestante","Batistas do sul",2
2000,"Separado(a)",52,"Negra","US$ 15000 - 19999","Não fortemente democrata","Protestante","Batista, não sabe qual",3
2000,"Casado(a)",24,"Branca","US$ 20000 - 24999","Independente, inclinação republicana","Protestante","Outras batistas",3
2000,"Nunca casou",38,"Negra","US$ 25000 ou mais","Independente","Protestante","Batista, não sabe qual",6
2000,"Divorciado(a)",54,"Negra","Não se aplica","Fortemente democrata","Protestante","Sem denominação",8
2000,"Nunca casou",63,"Negra","Não se aplica","Fortemente republicano","Protestante","Batista, não sabe qual",15
2000,"Casado(a)",33,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Batista, não sabe qual",NA
2000,"Nunca casou",31,"Negra","US$ 8000 - 9999","Independente","Protestante","Outras batistas",4
2000,"Casado(a)",31,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Sem denominação",2
2000,"Casado(a)",75,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batistas do sul",NA
2000,"Casado(a)",57,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",NA
2000,"Casado(a)",42,"Negra","US$ 20000 - 24999","Fortemente democrata","Protestante","Outra",NA
2000,"Casado(a)",64,"Negra","US$ 20000 - 24999","Fortemente democrata","Protestante","Associação batista estadounidense",4
2000,"Divorciado(a)",38,"Negra","US$ 20000 - 24999","Não fortemente democrata","Protestante","Outras batistas",3
2000,"Casado(a)",44,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",3
2000,"Separado(a)",55,"Branca","US$ 10000 - 14999","Fortemente republicano","Protestante","Batistas do sul",3
2000,"Casado(a)",54,"Branca","Não se aplica","Não fortemente democrata","Protestante","Outra",1
2000,"Divorciado(a)",72,"Branca","Não se aplica","Fortemente democrata","Protestante","Outra",NA
2000,"Nunca casou",19,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2000,"Casado(a)",38,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Batistas do sul",0
2000,"Nunca casou",61,"Branca","Se negou a responder","Fortemente republicano","Nenhuma","Não se aplica",1
2000,"Casado(a)",59,"Branca","Se negou a responder","Independente, inclinação democrata","Protestante","Outra",NA
2000,"Divorciado(a)",49,"Branca","US$ 15000 - 19999","Independente, inclinação republicana","Nenhuma","Não se aplica",1
2000,"Nunca casou",19,"Negra","Não se aplica","Fortemente democrata","Protestante","Igrejas batistas dos EUA",5
2000,"Viúvo(a)",79,"Negra","Não se aplica","Fortemente democrata","Protestante","Outras batistas",NA
2000,"Casado(a)",57,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Associação batista estadounidense",2
2000,"Casado(a)",26,"Negra","Menos de US$ 1000","Não fortemente democrata","Protestante","Outras batistas",2
2000,"Nunca casou",59,"Negra","US$ 8000 - 9999","Fortemente democrata","Protestante","Outras batistas",4
2000,"Casado(a)",35,"Negra","US$ 8000 - 9999","Não fortemente democrata","Protestante","Outras batistas",NA
2000,"Casado(a)",41,"Branca","US$ 25000 ou mais","Não fortemente democrata","Nenhuma","Não se aplica",2
2000,"Casado(a)",58,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2000,"Casado(a)",65,"Branca","US$ 8000 - 9999","Não fortemente repubicano","Protestante","Igreja metodista unida",2
2000,"Divorciado(a)",33,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Igreja Presbiteriana dos EUA",2
2000,"Casado(a)",68,"Outra","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",2
2000,"Casado(a)",44,"Branca","US$ 6000 - 6999","Não fortemente democrata","Protestante","Igreja luterana dos EUA",NA
2000,"Nunca casou",20,"Branca","US$ 10000 - 14999","Independente","Protestante","Batistas do sul",NA
2000,"Viúvo(a)",57,"Branca","US$ 10000 - 14999","Não fortemente repubicano","Protestante","União presbiteriana de igrejas",NA
2000,"Viúvo(a)",76,"Branca","Não se aplica","Fortemente democrata","Protestante","União presbiteriana de igrejas",6
2000,"Viúvo(a)",77,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Batistas do sul",NA
2000,"Casado(a)",31,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Batistas do sul",4
2000,"Viúvo(a)",80,"Branca","Não se aplica","Independente","Protestante","Sem denominação",4
