@relation ailerons
@attribute ClimbRate integer[-975,977]
@attribute Sgz integer[-99,94]
@attribute P real[-1.53,1.06]
@attribute Q real[-0.54,0.62]
@attribute CurPitch real[-0.42,2.58]
@attribute CurRoll real[-3.1,2.9]
@attribute AbsRoll integer[-23,-3]
@attribute DiffClb integer[-62,46]
@attribute DiffRollRate real[-0.099,0.056]
@attribute DiffDiffClb real[-8.8,15.5]
@attribute SeTime1 real[0.012,0.078]
@attribute SeTime2 real[0.012,0.078]
@attribute SeTime3 real[0.012,0.078]
@attribute SeTime4 real[0.012,0.078]
@attribute SeTime5 real[0.012,0.078]
@attribute SeTime6 real[0.012,0.078]
@attribute SeTime7 real[0.012,0.078]
@attribute SeTime8 real[0.012,0.076]
@attribute SeTime9 real[0.012,0.076]
@attribute SeTime10 real[0.012,0.074]
@attribute SeTime11 real[0.012,0.074]
@attribute SeTime12 real[0.012,0.074]
@attribute SeTime13 real[0.012,0.074]
@attribute SeTime14 real[0.012,0.073]
@attribute DiffSeTime1 real[-0.0050,0.0040]
@attribute DiffSeTime2 real[-0.0010,0.0010]
@attribute DiffSeTime3 real[-0.0060,0.0040]
@attribute DiffSeTime4 real[-0.0020,0.0020]
@attribute DiffSeTime5 real[-0.0080,0.0030]
@attribute DiffSeTime6 real[-0.0040,0.0]
@attribute DiffSeTime7 real[-0.0050,0.0040]
@attribute DiffSeTime8 real[-0.0010,0.0010]
@attribute DiffSeTime9 real[-0.0060,0.0030]
@attribute DiffSeTime10 real[-0.0060,0.0060]
@attribute DiffSeTime11 real[-0.0060,0.0050]
@attribute DiffSeTime12 real[-0.0040,0.0020]
@attribute DiffSeTime13 real[-0.0060,0.0070]
@attribute DiffSeTime14 real[-0.0030,0.0010]
@attribute Alpha real[0.4,2.0]
@attribute Se real[0.012,0.073]
@attribute Goal real[-0.0036,0.0]
@inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se
@outputs Goal
@data
348, 67, -0.41, 0.21, 0.32, 0.9, -10, -26, -0.014, 1, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.023, -0.0006
-211, -1, 0.05, 0.03, 0.72, 0.9, -5, -3, -0.007, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
-83, -4, 0.66, 0.04, 0.59, -1.5, -17, 10, 0.033, -0.2, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.019, 0.019, 0.019, 0.019, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0, 0.001, 0, 0, 0, 0.5, 0.018, -0.0011
92, -6, -0.23, 0.19, 0.68, -0.4, -13, -4, -0.003, -1.5, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.028, -0.001
-484, 27, -0.39, 0.25, 1.21, 0.7, -12, -20, -0.014, -0.2, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.001, 0, 0, 0, 0.7, 0.027, -0.001
198, -18, -0.09, -0.16, 0.25, -0.4, -9, 20, 0.012, 0.1, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.014, -0.0006
-322, -26, -0.32, 0.07, 1.65, 0.4, -12, -6, -0.009, 0.8, 0.043, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, -0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0.045, -0.0017
200, -31, -0.62, 0.34, 1.37, 0.4, -14, -25, 0.024, 1, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0.059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0.059, -0.0011
-475, -2, -0.31, -0.11, 0.93, 1.2, -6, 5, -0.01, 2.6, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0003
364, -10, 0.13, -0.04, 0.18, -1.1, -11, 9, 0.02, -0.2, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0005
-52, 15, 0.26, 0.11, 0.59, 0.2, -6, -14, -0.003, 0.6, 0.02, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0006
-384, 18, 0.01, 0.08, 0.88, 0.8, -11, 2, -0.01, 0.5, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.02, -0.0007
207, -40, -0.65, 0.04, 0.33, -0.2, -14, 9, -0.003, -0.4, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.02, 0.02, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, -0.001, 0, 0.001, 0, 0.5, 0.019, -0.0007
122, -24, 0.26, 0.02, 0.39, 1.6, -4, -3, -0.015, 0.2, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0007
-228, -30, -0.58, 0.13, 0.76, 0.7, -14, -11, 0.017, 1, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.018, 0.018, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, -0.003, 0, 0, 0, 0.6, 0.02, -0.0004
400, -15, 0.46, 0.18, 0.15, 1.1, -6, 6, -0.007, -3.1, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.02, -0.0006
394, 13, -0.02, 0.22, 0.28, 1.4, -14, -19, -0.011, 0.3, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.023, -0.0009
-215, -1, -0.13, 0, 1, 0.8, -6, 11, -0.012, -1.6, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.027, -0.0006
-318, -4, -0.03, 0.14, 0.83, -0.7, -16, 0, -0.009, 0, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.02, -0.0009
48, 10, 0.44, 0.18, 0.55, 0.5, -14, -12, -0.003, 0.1, 0.021, 0.021, 0.021, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0012
-512, -8, -0.44, 0.18, 1.14, 1.5, -16, -7, -0.014, 0.2, 0.021, 0.021, 0.021, 0.021, 0.021, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, -0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.001
210, 10, 0.05, 0.19, 0.41, 0.3, -10, -16, 0.004, -0.5, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0007
-128, -25, -0.23, -0.06, 0.61, -1.2, -7, 6, 0.005, 0.4, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0004
-119, 2, -0.36, 0.07, 0.98, -0.5, -17, 4, 0.017, 0.8, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.031, -0.0011
-645, -20, -0.31, 0.12, 1.19, -0.8, -12, -7, 0.001, -0.1, 0.019, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.021, 0.021, 0.021, 0.021, 0.021, -0.002, 0, 0, 0, 0, 0, -0.001, 0, -0.002, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0006
-188, -19, 0.31, 0.15, 0.78, -0.8, -21, 5, 0.014, -0.1, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0016
91, -38, -0.51, -0.2, 0.39, -0.3, -12, 16, 0.015, 2.2, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0007
-144, 8, -0.46, -0.11, 0.61, 1.7, -14, 13, -0.012, 0.5, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0011
-97, -5, -0.24, 0.02, 0.58, 0.8, -9, 16, 0.014, -3.1, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0006
153, -15, 0, 0.05, 0.52, -0.8, -16, 5, 0.007, 0.3, 0.025, 0.025, 0.025, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.001
243, -29, 0.16, -0.05, 0.38, 0.1, -9, 8, -0.008, -0.2, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0006
-231, 4, 0.07, 0.09, 0.73, -1.2, -8, -8, 0.002, 0, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.017, 0.017, 0.019, 0.019, 0.019, -0.001, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, -0.002, 0, 0, 0, 0.5, 0.019, -0.0004
19, -17, -0.25, 0.01, 0.48, 0.5, -7, 0, -0.003, 0, 0.017, 0.017, 0.017, 0.017, 0.017, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, -0.001, 0, 0, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0004
-342, -23, -0.33, 0.07, 0.84, 0.6, -5, -7, -0.015, 0.4, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0006
-373, -42, 0.26, 0.38, 0.95, 0.9, -17, -21, -0.018, -2.9, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.022, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0013
171, -23, 0.33, -0.15, 0.29, 0.4, -7, 17, 0.005, -0.1, 0.018, 0.018, 0.018, 0.017, 0.017, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0, 0, 0.001, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.015, -0.0005
-262, -34, -0.16, 0.03, 0.74, 1, -7, -2, -0.007, -0.3, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
-429, -38, 0.36, 0.21, 1.31, 0.7, -19, -3, -0.006, 0, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.03, 0.03, 0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.004, 0, -0.002, 0, 0.9, 0.031, -0.002
210, -7, 0.26, 0.11, 0.38, -0.4, -13, 4, 0.011, -0.7, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0011
-242, 2, -0.03, 0.35, 0.9, 1, -13, -28, -0.038, -0.7, 0.022, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.025, 0.025, 0.025, -0.003, 0, 0, 0, 0, 0, -0.001, 0, -0.001, 0, -0.002, 0, 0, 0, 0.7, 0.025, -0.0008
57, -15, 0.28, 0.06, 0.77, 0.4, -16, 6, 0, -0.1, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.029, -0.0015
155, -7, 0.02, 0.02, 0.37, 0.5, -14, 6, 0.012, 0, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.001
26, -16, 0.12, -0.02, 0.58, 1.4, -6, 1, -0.009, 0, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0005
264, -6, 0.13, -0.02, 0.23, -0.6, -6, 3, -0.002, -0.1, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0006
-13, -25, 0.27, 0.27, 1.08, -1.8, -18, -15, 0.003, 0.1, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 1.1, 0.038, -0.0017
-38, 7, -0.26, 0.01, 0.75, 0.7, -7, 3, -0.007, -0.8, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.025, -0.0006
80, 4, -0.31, 0.33, 0.97, -0.4, -19, -14, -0.01, 0.4, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0.039, -0.0014
126, -53, -0.19, 0.11, 1.17, 0.6, -17, 5, -0.012, -0.3, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0.048, -0.0021
-257, 13, -0.2, 0.06, 0.75, -0.2, -11, -2, 0.01, 0.5, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0012
640, -42, -0.09, 0.08, -0.08, 1.3, -15, 8, -0.035, -0.5, 0.021, 0.021, 0.021, 0.021, 0.021, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0.5, 0.019, -0.0014
223, -17, -0.11, 0.03, 0.32, -0.6, -11, 4, 0.003, -1, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
-485, -9, -0.18, 0.06, 0.98, -0.5, -11, -5, -0.005, 1.3, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0005
-298, 64, -0.14, 0.14, 0.85, -1.1, -12, -10, 0.015, 0, 0.019, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, -0.002, 0, -0.001, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0004
116, -36, -0.13, -0.09, 0.38, 0.7, -5, 11, -0.009, 0.1, 0.019, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.001, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0005
-111, -14, 0.27, 0.07, 0.64, -0.6, -6, -4, 0.008, -0.8, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0005
1, 16, -0.02, 0.23, 0.85, 1.8, -5, -30, -0.017, 0.5, 0.023, 0.025, 0.025, 0.026, 0.026, 0.028, 0.028, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, -0.002, 0, -0.002, 0, -0.004, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.03, -0.0007
-155, -52, 0.3, -0.13, 0.61, -0.9, -11, 18, 0.019, 0.1, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0007
-54, 24, 0.18, 0.09, 0.61, -0.7, -13, -3, 0.011, -0.1, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.02, -0.001
-128, -15, -0.23, 0.09, 0.84, -0.6, -17, 4, 0.005, 0, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.026, -0.0011
-30, -34, -0.72, 0.09, 0.59, -2.2, -20, 8, 0.04, 0, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.001, 0, 0.6, 0.02, -0.0003
-16, 36, -0.05, 0.14, 0.56, 0.5, -12, -7, -0.011, -0.6, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.02, -0.0007
178, -32, 0.66, 0.28, 0.93, 0.1, -18, -8, 0.001, -0.6, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0.041, -0.0025
-111, 11, -0.04, 0.26, 0.77, 0.1, -15, -10, -0.005, -1.6, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.001
-181, -8, 0.13, -0.11, 0.62, 0.4, -7, 6, 0.002, 2.9, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0008
96, -10, 0.76, 0, 0.44, 1, -9, 1, -0.016, -0.5, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0.5, 0.018, -0.0012
-553, -24, 0.08, -0.14, 0.99, -0.6, -7, 4, 0.011, 3.4, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0007
-166, 3, 0.32, 0.19, 0.72, 0.8, -14, -13, -0.004, 0, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0012
34, -22, -0.09, 0.02, 1.14, 0.3, -6, -2, -0.004, -0.2, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0.041, -0.0007
-38, -46, -0.85, 0, 0.59, -0.3, -15, 9, -0.017, 0.2, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.019, 0.019, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, -0.001, 0, 0.001, 0, -0.001, 0, 0, 0, 0.6, 0.02, -0.0008
-399, 8, 0.42, -0.01, 0.87, -1.9, -21, 10, 0.039, 3.4, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0.001, 0, 0.5, 0.019, -0.0012
237, -16, -0.12, -0.09, 0.26, -1.1, -10, 14, 0.014, -0.2, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0006
148, -49, -0.37, 0.13, 0.43, 0.4, -20, 4, -0.011, 0, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0014
236, -15, -0.54, 0.09, 0.42, -0.2, -13, -10, 0.002, 1.5, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0, 0, 0, 0, 0, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.023, -0.0006
-157, -21, -0.26, 0.14, 0.67, 1.1, -9, -8, -0.004, -1.3, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.002, 0, -0.001, 0, 0, 0, 0.5, 0.019, -0.0008
