@relation ailerons
@attribute ClimbRate integer[-975,977]
@attribute Sgz integer[-99,94]
@attribute P real[-1.53,1.06]
@attribute Q real[-0.54,0.62]
@attribute CurPitch real[-0.42,2.58]
@attribute CurRoll real[-3.1,2.9]
@attribute AbsRoll integer[-23,-3]
@attribute DiffClb integer[-62,46]
@attribute DiffRollRate real[-0.099,0.056]
@attribute DiffDiffClb real[-8.8,15.5]
@attribute SeTime1 real[0.012,0.078]
@attribute SeTime2 real[0.012,0.078]
@attribute SeTime3 real[0.012,0.078]
@attribute SeTime4 real[0.012,0.078]
@attribute SeTime5 real[0.012,0.078]
@attribute SeTime6 real[0.012,0.078]
@attribute SeTime7 real[0.012,0.078]
@attribute SeTime8 real[0.012,0.076]
@attribute SeTime9 real[0.012,0.076]
@attribute SeTime10 real[0.012,0.074]
@attribute SeTime11 real[0.012,0.074]
@attribute SeTime12 real[0.012,0.074]
@attribute SeTime13 real[0.012,0.074]
@attribute SeTime14 real[0.012,0.073]
@attribute DiffSeTime1 real[-0.0050,0.0040]
@attribute DiffSeTime2 real[-0.0010,0.0010]
@attribute DiffSeTime3 real[-0.0060,0.0040]
@attribute DiffSeTime4 real[-0.0020,0.0020]
@attribute DiffSeTime5 real[-0.0080,0.0030]
@attribute DiffSeTime6 real[-0.0040,0.0]
@attribute DiffSeTime7 real[-0.0050,0.0040]
@attribute DiffSeTime8 real[-0.0010,0.0010]
@attribute DiffSeTime9 real[-0.0060,0.0030]
@attribute DiffSeTime10 real[-0.0060,0.0060]
@attribute DiffSeTime11 real[-0.0060,0.0050]
@attribute DiffSeTime12 real[-0.0040,0.0020]
@attribute DiffSeTime13 real[-0.0060,0.0070]
@attribute DiffSeTime14 real[-0.0030,0.0010]
@attribute Alpha real[0.4,2.0]
@attribute Se real[0.012,0.073]
@attribute Goal real[-0.0036,0.0]
@inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se
@outputs Goal
@data
-436, -15, -0.19, -0.07, 0.86, 1.6, -8, 8, -0.011, 0.1, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0006
-255, -4, -0.3, 0.06, 0.75, 0.6, -12, 4, -0.013, 0.1, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0009
264, 14, -0.13, 0.02, 0.23, 0.4, -6, 14, -0.004, -1.1, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.018, 0.018, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0.001, 0, 0.5, 0.017, -0.0004
302, -39, 0.52, 0.08, 0.41, 1.2, -9, 5, -0.002, -2.7, 0.025, 0.025, 0.025, 0.025, 0.025, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.0012
201, -10, 0.13, 0.25, 0.53, -0.7, -16, -7, 0.009, -2, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.026, -0.0012
304, 17, 0.25, 0.06, 0.26, 1.4, -12, -2, 0.001, -0.1, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.001
-180, -18, 0.18, 0.12, 0.92, 0.6, -12, -6, -0.002, -0.2, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.026, 0.026, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0.7, 0.026, -0.0012
458, -32, -0.15, 0.06, 0.13, 0.5, -6, -14, -0.006, 0.5, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.019, -0.0005
-60, -19, 0.15, 0.02, 0.55, -0.6, -6, -1, -0.002, 0, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0006
28, -5, -0.25, 0.13, 0.75, -0.7, -14, -7, -0.002, 0.4, 0.026, 0.026, 0.026, 0.026, 0.026, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0, 0, -0.001, 0, -0.002, 0, -0.001, 0, -0.001, 0, 0, 0, 0, 0, 0.8, 0.028, -0.0009
168, -34, -0.35, -0.02, 0.35, 0.5, -11, 6, -0.007, 0.1, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0008
132, 1, 0.33, 0.31, 0.76, -2.4, -21, -8, 0.02, -0.3, 0.032, 0.032, 0.032, 0.032, 0.032, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.033, -0.002
237, -6, 0.26, 0.1, 0.52, 0.7, -8, -8, -0.004, 0, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.027, -0.001
-482, -24, -0.22, -0.06, 0.91, 0.7, -11, 17, 0.006, -0.3, 0.016, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, -0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0008
-21, -13, 0.41, 0.02, 0.53, 0.8, -7, 4, -0.007, -1.3, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0.5, 0.018, -0.0008
123, -35, -0.42, 0.07, 0.52, -0.4, -11, -3, 0.002, 0, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0007
-39, -58, -0.27, 0.31, 1.64, -0.8, -19, -8, 0.003, 0, 0.056, 0.056, 0.056, 0.056, 0.056, 0.058, 0.058, 0.058, 0.058, 0.058, 0.058, 0.058, 0.058, 0.058, 0, 0, 0, 0, -0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0.058, -0.0023
-45, -29, 0.52, 0.07, 0.75, 0.1, -11, -1, -0.004, -0.5, 0.023, 0.023, 0.023, 0.023, 0.023, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0, 0, 0, -0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.025, -0.0011
-103, -41, 0.31, 0.06, 1.14, 1.8, -11, 0, -0.011, -0.2, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0, 1, 0.036, -0.0015
428, -32, -0.14, 0.07, 0.34, 1.3, -11, -7, -0.006, 1, 0.027, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.028, -0.0008
438, 1, 0.29, 0.08, 0.15, 0.4, -7, -4, 0.004, -0.9, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0006
-290, -12, 0.14, -0.06, 0.72, -1, -8, 14, 0.002, -0.4, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0004
429, 66, 0.22, 0.18, 0.21, -1.5, -7, -19, 0.005, 0.1, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0006
240, 40, -0.15, 0.07, 0.31, 0.5, -9, -6, -0.003, 0.1, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0.5, 0.019, -0.0006
-259, 39, -0.05, 0.27, 1.14, 2, -14, -24, -0.01, 1.6, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0.9, 0.032, -0.0012
53, -51, -0.36, 0.02, 0.47, -0.4, -11, 2, -0.004, 0.1, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.001, 0, 0.001, 0, 0.5, 0.018, -0.0005
204, -16, 0.04, 0.05, 0.33, -0.3, -6, -5, 0.002, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0004
-225, -22, -0.58, 0.18, 0.77, 1, -17, -7, -0.026, 0.2, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.02, 0.02, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, -0.002, 0, 0.6, 0.021, -0.001
-129, -6, 0.01, 0.08, 0.62, 0, -9, -6, -0.001, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
57, -16, -0.29, -0.05, 0.58, 0.5, -6, 5, -0.005, -0.1, 0.024, 0.023, 0.023, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.001, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0006
112, -28, -0.26, 0.08, 0.68, -1.5, -19, 13, 0.029, -0.6, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.029, -0.0009
-259, -25, 0.43, -0.03, 0.74, 0.4, -19, 7, 0.017, 3, 0.018, 0.018, 0.018, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0014
228, -13, 0.28, -0.05, 0.27, -0.2, -13, 12, 0.016, -0.1, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0, 0.5, 0.017, -0.0008
-96, -17, -0.04, 0.05, 0.59, -0.6, -10, -2, 0.005, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0005
604, -64, 0.58, 0.07, 0.01, 0.1, -10, -5, -0.005, 0.2, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.02, -0.001
-233, -13, -0.04, 0.07, 0.73, 0, -7, -7, 0.001, 0.1, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
157, -37, 0.56, 0.06, 0.39, -2.4, -20, 14, 0.047, 0, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0.5, 0.019, -0.0009
199, -28, 0.34, 0.06, 0.35, -0.6, -13, 3, 0.013, -0.2, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0013
7, -39, -0.32, -0.14, 0.64, 0.6, -5, 14, -0.005, -0.1, 0.023, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0004
550, -3, 0.18, 0.05, 0, -0.6, -19, 10, 0.03, 0, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.02, 0.02, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, -0.001, 0, 0.001, 0, 0.002, 0, 0, 0, 0.5, 0.018, -0.0021
-369, 20, 0.06, 0.08, 0.86, 1.4, -14, -4, -0.007, 0.3, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0009
-80, -54, 0.17, -0.06, 0.56, 0.3, -10, 8, 0.018, 0.2, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0013
-106, -5, -0.25, 0.06, 0.7, -0.5, -6, 0, -0.013, -1.2, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0005
-444, -39, -0.12, 0.01, 0.92, 0.8, -7, -1, -0.012, -0.2, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0005
129, -22, -0.12, -0.02, 0.38, -1, -8, 4, 0.005, 0.3, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0006
73, -13, -0.4, 0.14, 1.03, -0.9, -14, -5, -0.006, -0.1, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0, 0, 0, 0, 0, 0, -0.003, 0, 0, 0, 0, 0, 0, 0, 1.1, 0.04, -0.0013
307, -6, 0.14, 0.1, 0.28, -0.7, -8, -6, 0.012, -0.4, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.02, -0.0007
11, 40, 0.3, 0.51, 0.66, -1.2, -14, -37, -0.015, -2.5, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.025, -0.001
232, -15, -0.03, -0.06, 0.33, -1.7, -8, 7, 0.014, 0, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0006
101, -21, -0.18, -0.05, 0.75, 0.1, -13, 12, 0, 0.1, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.031, -0.0011
-77, 48, 0.13, 0.27, 0.69, 0.1, -13, -23, 0.001, -0.3, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0008
95, 1, 0.31, 0.25, 1.25, 0.1, -14, -13, -0.008, -0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0.05, -0.0013
110, 7, 0.41, 0.25, 0.52, 0.3, -12, -24, -0.006, 0, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.001
164, -18, -0.47, 0.19, 0.54, 1, -20, 0, -0.017, -0.1, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.026, -0.0014
75, 14, 0.11, 0.15, 0.48, -0.7, -11, -12, -0.021, -0.4, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.02, -0.001
-206, -28, 0.16, 0.14, 0.81, -0.3, -19, 5, 0.003, -0.7, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0014
161, -26, 0.17, 0.01, 0.36, 1.3, -5, 3, -0.019, -0.4, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0008
-84, -50, 0.12, 0.2, 0.68, 0.4, -20, -4, 0.01, -0.3, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0013
127, -18, 0.72, 0.12, 0.41, 0.3, -10, 3, -0.01, -2.4, 0.022, 0.02, 0.02, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.002, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0014
45, -19, 0.23, 0.13, 1.18, -0.2, -7, -6, -0.008, -1.1, 0.042, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, -0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0.043, -0.001
6, -17, -0.08, -0.08, 0.43, -0.8, -8, 10, 0.014, -0.5, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.015, -0.0004
2, -16, -0.43, 0.13, 0.86, -0.7, -14, -6, 0.01, -0.4, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, 0.9, 0.03, -0.0009
21, -25, 0.66, 0.36, 0.81, 1.1, -15, -26, -0.011, -0.3, 0.026, 0.03, 0.03, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, -0.005, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.031, -0.0015
471, 13, 0.33, 0.16, 0.16, 1.3, -10, -16, -0.019, -0.6, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0011
-171, -61, 0.15, 0.07, 0.69, 1.7, -9, -4, -0.033, -0.4, 0.017, 0.017, 0.017, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, -0.002, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0013
-226, 22, 0.28, 0.08, 0.74, -0.7, -12, -3, -0.004, -0.2, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0009
28, 8, 0.27, 0.02, 0.5, 0.4, -6, -2, -0.004, -0.1, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
164, 12, 0.35, -0.13, 0.27, 2.4, -4, 13, -0.01, 0.2, 0.018, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.001, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0.4, 0.014, -0.0008
180, -32, -0.46, -0.03, 0.33, 1.3, -12, 9, -0.021, 0, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0, 0, 0, 0.5, 0.017, -0.0007
-149, 27, -0.16, 0.11, 0.72, 0.8, -6, -12, -0.005, -0.1, 0.019, 0.019, 0.019, 0.02, 0.02, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, -0.001, 0, -0.001, 0, -0.002, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0004
624, 5, -0.1, 0.03, -0.11, -0.5, -7, 6, 0.005, -1.8, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0.5, 0.016, -0.0006
-71, 15, 0.28, 0.17, 0.94, -1.7, -14, -9, 0.011, -0.2, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.031, -0.0012
-173, -19, -0.33, 0.12, 0.7, 2, -12, -5, -0.028, -1.4, 0.018, 0.018, 0.018, 0.018, 0.018, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0007
-311, -37, 0.08, 0.04, 0.79, 0.8, -13, 17, -0.006, -1.4, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0011
-253, -10, -0.11, -0.06, 0.73, -0.6, -7, -1, 0.003, 1.8, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0004
